# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Feb 12 12:23:22 2014
#
# COLUMN pl_orbper:      Orbital Period (val)
# COLUMN pl_orbpererr1:  Orbital Period (upper unc)
# COLUMN pl_orbpererr2:  Orbital Period (lower unc)
# COLUMN pl_orbperlim:   Orbital Period (limit flag)
# COLUMN pl_orbeccen:    Eccentricity (val)
# COLUMN pl_orbeccenerr1: Eccentricity (upper unc)
# COLUMN pl_orbeccenerr2: Eccentricity (lower unc)
# COLUMN pl_orbeccenlim: Eccentricity (limit flag)
# COLUMN pl_orbincl:     Inclination (val)
# COLUMN pl_orbinclerr1: Inclination (upper unc)
# COLUMN pl_orbinclerr2: Inclination (lower unc)
# COLUMN pl_orbincllim:  Inclination (limit flag)
# COLUMN pl_massj:       Planet Mass [jup] (val)
# COLUMN pl_massjerr1:   Planet Mass [jup] (upper unc)
# COLUMN pl_massjerr2:   Planet Mass [jup] (lower unc)
# COLUMN pl_massjlim:    Planet Mass [jup] (limit flag)
# COLUMN pl_msinij:      Planet M*sin(i) [jup] (val)
# COLUMN pl_msinijerr1:  Planet M*sin(i) [jup] (upper unc)
# COLUMN pl_msinijerr2:  Planet M*sin(i) [jup] (lower unc)
# COLUMN pl_msinijlim:   Planet M*sin(i) [jup] (limit flag)
# COLUMN pl_radj:        Planet Radius (val)
# COLUMN pl_radjerr1:    Planet Radius (upper unc)
# COLUMN pl_radjerr2:    Planet Radius (lower unc)
# COLUMN pl_radjlim:     Planet Radius (limit flag)
# COLUMN pl_dens:        Planet Density (val)
# COLUMN pl_denserr1:    Planet Density (upper unc)
# COLUMN pl_denserr2:    Planet Density (lower unc)
# COLUMN pl_denslim:     Planet Density (limit flag)
# COLUMN st_mass:        Stellar Mass (val)
# COLUMN st_masserr:     Stellar Mass (unc)
# COLUMN st_masslim:     Stellar Mass (limit flag)
# COLUMN st_massblend:   Stellar Mass (blend flag)
# COLUMN st_rad:         Stellar Radius (val)
# COLUMN st_raderr:      Stellar Radius (unc)
# COLUMN st_radlim:      Stellar Radius (limit flag)
# COLUMN st_radblend:    Stellar Radius (blend flag)
# COLUMN st_sp:          Spectral Type (val)
# COLUMN st_spstr:       Spectral Type
# COLUMN st_sperr:       Spectral Type (unc)
# COLUMN st_splim:       Spectral Type (limit flag)
# COLUMN st_spblend:     Spectral Type (blend flag)
#
rowid,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,st_mass,st_masserr,st_masslim,st_massblend,st_rad,st_raderr,st_radlim,st_radblend,st_sp,st_spstr,st_sperr,st_splim,st_spblend
289,51.28400000,,,,0.110000,,,,,,,,,,,,0.04980,,,0,,,,,,,,,,,,,,,,,4.20,G2 V,,0,0
290,274.49000000,,,,0.380000,,,,,,,,,,,,0.05190,,,0,,,,,,,,,,,,,,,,,4.20,G2 V,,0,0
291,326.60000000,3.90000000,-3.90000000,0,0.120000,,,0,,,,,,,,,1.30000,0.10000,-0.10000,0,,,,,,,,,,,,,,,,,5.00,K0 III,,0,0
292,18.17900000,0.00700000,-0.00700000,0,0.480000,0.050000,-0.050000,0,,,,,,,,,0.33000,,,0,,,,,,,,,,,,,,,,,4.40,G3/5 V,,0,0
293,157.54000000,0.38000000,-0.38000000,0,0.010000,0.030000,-0.030000,0,,,,,,,,,3.04000,0.68000,-0.68000,0,,,,,,,,,1.13,0.18,0,0,10.22,0.87,0,0,5.10,K1 III,,0,0
294,1049.00000000,11.00000000,-11.00000000,0,0.270000,0.070000,-0.070000,0,,,,,,,,,0.79000,0.07000,-0.07000,0,,,,,,,,,,,,,,,,,4.00,G0,,0,0
295,388.00000000,3.00000000,-3.00000000,0,0.340000,0.020000,-0.020000,0,,,,,,,,,9.10000,,,0,,,,,,,,,,,,,,,,,3.70,F7 V,,0,0
296,363.20000000,1.60000000,-1.60000000,0,0.410000,0.160000,-0.160000,0,,,,,0.34000,0.02000,-0.02000,0,,,,,,,,,,,,,,,,,,,,,4.05,G0/1 V,,0,0
297,154.46000000,0.36900000,-0.36900000,0,0.055000,,,0,,,,,,,,,0.61000,,,0,,,,,,,,,,,,,,,,,4.00,G0,,0,0
298,2295.00000000,,,0,0.200000,,,0,,,,,,,,,0.68300,0.08800,-0.08800,0,,,,,,,,,,,,,,,,,4.00,G0,,0,0
299,843.60000000,,,0,0.140000,,,0,,,,,,,,,0.62400,0.06300,-0.06300,0,,,,,,,,,,,,,,,,,4.00,G0,,0,0
300,2063.81800000,,,0,0.620000,,,0,,,,,,,,,10.35000,,,0,,,,,,,,,,,,,,,,,4.10,G1 V,,0,0
301,55.00000000,0.10000000,-0.10000000,0,0.677000,0.008500,-0.008500,0,,,,,,,,,2.30000,,,0,,,,,,,,,1.00,0.05,0,0,0.90,0.04,0,0,5.00,K0 V,,0,0
302,2720.00000000,57.00000000,-57.00000000,0,0.013000,0.015000,-0.015000,0,,,,,,,,,3.36600,0.07200,-0.07200,0,,,,,,,,,1.00,0.05,0,0,0.90,0.04,0,0,5.00,K0 V,,0,0
303,5.63630000,,,,0.200000,,,,,,,,,,,,0.01170,,,0,,,,,,,,,,,,,,,,,4.80,G8 V,,0,0
304,14.02500000,,,,0.110000,,,,,,,,,,,,0.01870,,,0,,,,,,,,,,,,,,,,,4.80,G8 V,,0,0
305,33.94100000,,,,0.200000,,,,,,,,,,,,0.01620,,,0,,,,,,,,,,,,,,,,,4.80,G8 V,,0,0
306,14.30980000,0.00050000,-0.00050000,0,0.257000,0.015000,-0.015000,0,,,,,,,,,0.83900,0.03000,-0.03000,0,,,,,,,,,,,,,,,,,4.80,G8 III/IV,,0,0
307,2140.20000000,5.70000000,-5.70000000,0,0.341000,0.005000,-0.005000,0,,,,,,,,,13.38000,0.39000,-0.39000,0,,,,,,,,,,,,,,,,,4.80,G8 III/IV,,0,0
308,696.30000000,2.70000000,-2.70000000,0,0.000000,,,,,,,,,,,,10.70000,0.50000,-0.50000,0,,,,,,,,,,,,,,,,,4.80,G8 IV,,0,0
309,407.15000000,,,,0.270000,,,,,,,,,,,,0.09610,,,0,,,,,,,,,,,,,,,,,4.30,G3 V,,0,0
310,4.31230000,0.00110000,-0.00120000,0,0.200000,0.140000,-0.160000,0,,,,,,,,,0.01260,0.00250,-0.00220,0,,,,,,,,,0.77,0.05,0,0,,,,,5.25,K2.5 V,,0,0
311,9.61840000,0.00500000,-0.00490000,0,0.060000,0.110000,-0.060000,0,,,,,,,,,0.02080,0.00350,-0.00310,0,,,,,,,,,0.77,0.05,0,0,,,,,5.25,K2.5 V,,0,0
312,20.43200000,0.02200000,-0.02400000,0,0.070000,0.110000,-0.070000,0,,,,,,,,,0.02990,0.00530,-0.00470,0,,,,,,,,,0.77,0.05,0,0,,,,,5.25,K2.5 V,,0,0
313,34.62000000,0.21000000,-0.20000000,0,0.150000,0.130000,-0.150000,0,,,,,,,,,0.01100,0.00440,-0.00440,0,,,,,,,,,0.77,0.05,0,0,,,,,5.25,K2.5 V,,0,0
314,51.76000000,0.50000000,-0.46000000,0,0.020000,0.200000,-0.020000,0,,,,,,,,,0.01640,0.00470,-0.00500,0,,,,,,,,,0.77,0.05,0,0,,,,,5.25,K2.5 V,,0,0
315,197.80000000,5.70000000,-9.00000000,0,0.290000,0.310000,-0.290000,0,,,,,,,,,0.02230,0.00820,-0.00820,0,,,,,,,,,0.77,0.05,0,0,,,,,5.25,K2.5 V,,0,0
316,264.15000000,0.23000000,-0.23000000,0,0.252000,0.014000,-0.014000,0,,,,,,,,,4.01000,0.13000,-0.13000,0,,,,,,,,,,,,,,,,,3.80,F8,,0,0
317,963.00000000,38.00000000,-38.00000000,0,0.390000,0.170000,-0.170000,0,,,,,,,,,2.54000,0.74000,-0.74000,0,,,,,,,,,,,,,,,,,,,,,
318,1.32830000,0.00001200,-0.00001200,0,0.081000,0.012000,-0.012000,0,,,,,,,,,18.37000,0.22000,-0.22000,0,,,,,,,,,,,,,,,,,6.20,M2 V,,0,0
319,18.35700000,0.06600000,-0.04400000,0,0.150000,0.110000,-0.150000,0,,,,,,,,,0.03900,0.01300,-0.01700,0,,,,,,,,,0.92,0.05,0,0,0.78,0.04,0,0,4.20,G2 V,,0,0
320,25.64800000,0.12000000,-0.13000000,0,0.000000,0.180000,0.000000,0,,,,,,,,,0.02700,0.02000,-0.01600,0,,,,,,,,,0.92,0.05,0,0,0.78,0.04,0,0,4.20,G2 V,,0,0
321,327.80000000,,,0,,,,,,,,,,,,,0.60000,,,0,,,,,,,,,,,,,,,,,4.90,G8/K0 IV/V,,0,0
322,2371.00000000,840.00000000,-840.00000000,0,0.690000,0.100000,-0.100000,0,,,,,,,,,25.00000,,,0,,,,,,,,,,,,,,,,,5.10,K1 IV,,0,0
323,36.96000000,0.02000000,-0.02000000,0,0.140000,0.020000,-0.020000,0,,,,,,,,,2.49000,,,0,,,,,,,,,,,,,,,,,4.00,G0,,0,0
324,472.00000000,,,0,,,,,,,,,,,,,0.58000,,,0,,,,,,,,,,,,,,,,,4.30,G3 V,,0,0
325,5.88720000,,,,0.300000,,,,,,,,,,,,0.04000,,,0,,,,,,,,,,,,,,,,,4.20,G2 V,,0,0
326,226.93000000,0.37000000,-0.37000000,0,0.168400,0.019000,-0.019000,0,,,,,,,,,0.18720,,,0,,,,,,,,,,,,,,,,,5.00,K0 V,,0,0
327,342.85000000,0.28000000,-0.28000000,0,0.097400,0.012000,-0.012000,0,,,,,,,,,0.65790,,,0,,,,,,,,,,,,,,,,,5.00,K0 V,,0,0
328,890.76000000,37.42000000,-37.42000000,0,0.778000,0.009000,-0.009000,0,,,,,,,,,1.79000,0.14000,-0.14000,0,,,,,,,,,,,,,,,,,4.50,G5,,0,0
329,43.60000000,0.20000000,-0.20000000,0,0.380000,0.060000,-0.060000,0,,,,,,,,,0.47000,,,0,,,,,,,,,,,,,,,,,5.50,K5,,0,0
330,3.02400000,,,0,0.040000,,,0,,,,,,,,,0.24900,,,0,,,,,,,,,,,,,,,,,5.00,K0 V,,0,0
331,4.08450000,0.00020000,-0.00020000,0,0.038000,0.020000,-0.020000,0,,,,,,,,,0.07167,,,0,,,,,,,,,,,,,,,,,4.50,G5 V,,0,0
332,1353.60000000,57.10000000,-57.10000000,0,0.249000,0.073000,-0.073000,0,,,,,,,,,0.35061,,,0,,,,,,,,,,,,,,,,,4.50,G5 V,,0,0
333,430.00000000,,,0,0.200000,0.080000,-0.080000,0,,,,,,,,,5.00000,,,0,,,,,,,,,,,,,,,,,5.10,K1 III,,0,0
334,2500.00000000,,,0,,,,,,,,,,,,,7.00000,,,0,,,,,,,,,,,,,,,,,5.10,K1 III,,0,0
335,700.00000000,8.00000000,-8.00000000,0,0.180000,0.130000,-0.130000,0,,,,,,,,,1.16000,0.38000,-0.38000,0,,,,,,,,,,,,,,,,,4.50,G5 IV/V,,0,0
336,4.94370000,0.00230000,-0.00230000,0,0.230000,0.150000,-0.150000,0,,,,,,,,,0.11500,0.01600,-0.01600,0,,,,,,,,,,,,,,,,,4.00,G0,,0,0
337,2582.70000000,110.00000000,-110.00000000,0,0.230000,0.140000,-0.140000,0,,,,,,,,,1.71000,0.02000,-0.02000,0,,,,,,,,,,,,,,,,,4.10,G0/2 V,,0,0
338,1279.00000000,41.00000000,-41.00000000,0,0.420000,0.030000,-0.030000,0,,,,,,,,,4.90000,,,0,,,,,,,,,,,,,,,,,3.80,F8,,0,0
339,14.07000000,,,,0.150000,,,,,,,,,,,,0.04130,,,0,,,,,,,,,,,,,,,,,4.80,G8 V,,0,0
340,95.41500000,,,,0.410000,,,,,,,,,,,,0.05650,,,0,,,,,,,,,,,,,,,,,4.80,G8 V,,0,0
341,118.96000000,0.10000000,-0.10000000,0,0.290000,0.040000,-0.040000,0,,,,,,,,,1.13000,0.06000,-0.06000,0,,,,,,,,,,,,,,,,,4.00,G0 V,,0,0
342,303.00000000,,,0,0.000000,,,0,,,,,,,,,5.25000,,,0,,,,,,,,,,,,,,,,,5.00,K0,,0,0
343,201.83000000,0.14000000,-0.14000000,0,0.278000,0.006000,-0.006000,0,20.000,,,0,,,,,3.15480,,,0,,,,,,,,,,,,,,,,,3.60,F6 V,,0,0
344,607.06000000,2.07000000,-2.07000000,0,0.038000,0.008000,-0.008000,0,20.000,,,0,,,,,7.46340,,,0,,,,,,,,,,,,,,,,,3.60,F6 V,,0,0
345,2.81782200,0.00009500,-0.00009500,0,0.000000,,,0,,,,,,,,,0.38000,,,0,,,,,,,,,,,,,,,,,5.40,K4 V,,0,0
346,589.64000000,0.81000000,-0.81000000,0,0.020000,0.030000,-0.030000,0,,,,,,,,,2.90000,0.10000,-0.10000,0,,,,,,,,,,,,,,,,,5.00,K0 III,,0,0
347,358.00000000,1.00000000,-1.00000000,0,0.240000,0.043000,-0.043000,0,,,,,,,,,0.64000,0.05000,-0.05000,0,,,,,,,,,,,,,,,,,4.60,G6 IV/V,,0,0
348,572.40000000,2.10000000,-2.10000000,0,0.000000,0.020000,-0.020000,0,,,,,,,,,1.26000,0.04000,-0.04000,0,,,,,,,,,0.92,,0,0,,,,,4.50,G5 V,,0,0
349,152.60000000,0.60000000,-0.60000000,0,0.020000,0.100000,-0.100000,0,,,,,,,,,0.17000,0.03000,-0.03000,0,,,,,,,,,0.92,,0,0,,,,,4.50,G5 V,,0,0
350,480.50000000,0.50000000,-0.50000000,0,0.070000,0.030000,-0.030000,0,,,,,,,,,6.00000,0.30000,-0.30000,0,,,,,,,,,1.10,0.10,0,0,21.40,0.60,0,0,5.20,K2 III,,0,0
351,1973.00000000,31.00000000,-31.00000000,0,0.465000,0.030000,-0.030000,0,,,,,,,,,2.82000,0.27000,-0.27000,0,,,,,,,,,,,,,,,,,4.80,G8 IV (+ G),,0,0
352,6.27600000,,,0,0.140000,,,0,,,,,,,,,1.90000,,,0,,,,,,,,,,,,,,,,,4.00,G0,,0,0
353,8.66700000,0.00300000,-0.00300000,0,0.100000,0.040000,-0.040000,0,,,,,,,,,0.03300,,,0,,,,,,,,,,,,,,,,,5.00,K0 V,,0,0
354,31.56000000,0.04000000,-0.04000000,0,0.130000,0.060000,-0.060000,0,,,,,,,,,0.03800,,,0,,,,,,,,,,,,,,,,,5.00,K0 V,,0,0
355,197.00000000,3.00000000,-3.00000000,0,0.070000,0.070000,-0.070000,0,,,,,,,,,0.05800,,,0,,,,,,,,,,,,,,,,,5.00,K0 V,,0,0
356,851.80000000,11.60000000,-11.60000000,0,0.400000,0.100000,-0.100000,0,,,,,,,,,6.10000,0.40000,-0.40000,0,,,,,,,,,,,,,,,,,4.60,G6 V,,0,0
357,2231.00000000,400.00000000,-400.00000000,0,0.100000,0.060000,-0.060000,0,,,,,,,,,2.00000,,,0,,,,,,,,,,,,,,,,,4.95,G8/K1 (III + F/G),,0,0
358,3383.00000000,100.00000000,-100.00000000,0,0.271000,0.022000,-0.022000,0,,,,,,,,,3.15000,0.14000,-0.14000,0,,,,,,,,,,,,,,,,,4.20,G2 V,,0,0
359,1260.00000000,7.00000000,-7.00000000,0,0.256000,0.009000,-0.009000,0,,,,,,,,,3.06000,0.07000,-0.07000,0,,,,,,,,,,,,,,,,,5.00,K0 V,,0,0
360,2.54858000,0.00016000,-0.00016000,0,0.030000,0.020000,-0.020000,0,,,,,,,,,1.87000,,,0,,,,,,,,,,,,,,,,,4.90,G8/K0 V,,0,0
361,188.90000000,0.10000000,-0.10000000,0,0.290000,0.030000,-0.030000,0,,,,,,,,,2.25000,0.12000,-0.12000,0,,,,,,,,,,,,,,,,,4.60,G6 V,,0,0
362,379.10000000,0.50000000,-0.50000000,0,0.280000,0.050000,-0.050000,0,,,,,,,,,2.25000,0.13000,-0.13000,0,,,,,,,,,,,,,,,,,4.60,G6 V,,0,0
363,1800.00000000,110.00000000,-110.00000000,0,0.046000,0.080000,-0.080000,0,,,,,,,,,1.15000,,,0,,,,,,,,,,,,,,,,,4.50,G5,,0,0
364,51.64500000,0.00300000,-0.00300000,0,0.627000,0.009000,-0.009000,0,,,,,,,,,1.80000,0.06000,-0.06000,0,,,,,,,,,,,,,,,,,4.10,G1 V,,0,0
365,2473.00000000,13.00000000,-13.00000000,0,0.432000,0.013000,-0.013000,0,,,,,,,,,8.06000,0.37000,-0.37000,0,,,,,,,,,,,,,,,,,4.10,G1 V,,0,0
366,346.60000000,3.60000000,-3.60000000,0,0.250000,0.110000,-0.110000,0,,,,,,,,,0.39600,0.02000,-0.02000,0,,,,,,,,,,,,,,,,,4.10,G1 V,,0,0
367,3.51000000,,,0,0.054000,,,0,,,,,,,,,0.42000,,,0,,,,,,,,,,,,,,,,,4.00,G0 V,,0,0
368,418.20000000,5.70000000,-5.70000000,0,0.100000,0.050000,-0.050000,0,,,,,,,,,2.51000,,,0,,,,,,,,,,,,,,,,,4.00,G0,,0,0
369,3.97100000,0.00100000,-0.00100000,0,0.130000,0.040000,-0.040000,0,,,,,,,,,0.19700,0.01700,-0.01700,0,,,,,,,,,,,,,,,,,4.60,G6 V,,0,0
370,5.73610000,0.00150000,-0.00150000,0,0.090000,0.250000,-0.090000,0,,,,,0.05000,0.01500,-0.01700,0,,,,,,,,,,,,,0.93,0.05,0,,0.88,0.04,0,,5.00,K0 IV,,0,0
371,1966.10000000,41.00000000,-41.00000000,0,0.590000,0.020000,-0.020000,0,,,,,,,,,1.34000,0.07000,-0.07000,0,,,,,,,,,,,,,,,,,4.50,G5,,0,0
372,111.43570000,0.00080000,-0.00080000,0,0.933200,0.000800,-0.000800,0,89.320,0.060,-0.060,0,3.94000,0.11000,-0.11000,0,,,,,0.980,0.030,-0.030,0,,,,,0.97,0.04,0,,0.98,0.01,0,,4.50,G5,,0,0
373,1001.70000000,7.00000000,-7.00000000,0,0.526000,0.042000,-0.042000,0,,,,,,,,,6.86000,0.71000,-0.71000,0,,,,,,,,,,,,,,,,,4.00,G0,,0,0
374,184.02000000,0.18000000,-0.18000000,0,0.000000,,,0,,,,,,,,,2.70000,,,0,,,,,,,,,,,,,,,,,4.50,G5,,0,0
375,441.47000000,0.35000000,-0.35000000,0,0.162000,0.036000,-0.036000,0,90.000,,,0,1.68100,0.02800,-0.02800,0,,,,,,,,,,,,,,,,,,,,,4.25,G2/3 V,,0,0
376,220.07800000,0.05100000,-0.05100000,0,0.366300,0.009700,-0.009700,0,90.000,,,0,1.95900,0.04700,-0.04700,0,,,,,,,,,,,,,,,,,,,,,4.25,G2/3 V,,0,0
377,705.00000000,34.00000000,-34.00000000,0,0.066000,,,0,,,,,,,,,1.30000,0.10000,-0.10000,0,,,,,,,,,,,,,,,,,4.00,G0,,0,0
378,2.98562500,0.00006000,-0.00006000,0,0.008000,0.025000,-0.025000,0,,,,,,,,,0.40000,0.03400,-0.03400,0,,,,,,,,,,,,,,,,,5.05,K0/1 V + G (III),,0,0
379,788.00000000,25.00000000,-25.00000000,0,0.410000,0.120000,-0.120000,0,,,,,,,,,0.13200,0.01100,-0.01100,0,,,,,,,,,,,,,,,,,5.10,K1 V,,0,0
380,58.43000000,0.13000000,-0.13000000,0,0.110000,0.100000,-0.100000,0,,,,,,,,,0.01133,0.00157,-0.00157,0,,,,,,,,,,,,,,,,,6.00,M0 V,,0,0
381,2.13750000,0.00020000,-0.00020000,0,0.008000,0.004000,-0.004000,0,,,,,,,,,1.50000,,,0,,,,,,,,,,,,,,,,,4.10,G1 V,,0,0
382,1695.00000000,58.00000000,-58.00000000,0,0.150000,0.090000,-0.090000,0,,,,,,,,,0.92000,0.10000,-0.10000,0,,,,,,,,,1.06,0.03,0,0,1.02,0.03,0,0,4.20,G2 V,,0,0
383,1475.00000000,55.00000000,-55.00000000,0,0.700000,0.200000,-0.200000,0,,,,,,,,,7.00000,1.60000,-1.60000,0,,,,,,,,,,,,,,,,,3.70,F7 V,,0,0
384,2754.00000000,87.00000000,-87.00000000,0,0.530000,0.120000,-0.120000,0,,,,,,,,,1.78000,0.34000,-0.34000,0,,,,,,,,,,,,,,,,,5.25,K2.5 V,,0,0
385,3.41600000,0.00060000,-0.00060000,0,0.133000,0.072000,-0.072000,0,,,,,,,,,0.22000,,,0,,,,,,,,,,,,,,,,,4.50,G5,,0,0
386,2157.00000000,63.00000000,-63.00000000,0,0.241000,0.070000,-0.070000,0,,,,,,,,,1.78000,0.13000,-0.13000,0,,,,,,,,,,,,,,,,,4.00,G0,,0,0
387,256.78000000,0.05000000,-0.05000000,0,0.673000,0.007000,-0.007000,0,,,,,,,,,8.44000,0.23000,-0.23000,0,,,,,,,,,,,,,,,,,3.80,F8 IV,,0,0
388,49.77000000,0.07000000,-0.07000000,0,0.310000,0.100000,-0.100000,0,,,,,,,,,0.05700,0.00500,-0.00500,0,,,,,,,,,,,,,,,,,4.50,G5 V,,0,0
389,325.81000000,0.26000000,-0.26000000,0,0.334000,0.011000,-0.011000,0,,,,,,,,,3.86000,,,0,,,,,,,,,,,,,,,,,4.60,G6 V,,0,0
390,143.58000000,0.60000000,-0.60000000,0,0.140000,0.030000,-0.030000,0,,,,,,,,,0.37000,,,0,,,,,,,,,,,,,,,,,5.30,K3 V,,0,0
391,13.18600000,,,,0.150000,,,,,,,,,,,,0.02630,,,0,,,,,,,,,,,,,,,,,4.25,G2/3 V,,0,0
392,46.02500000,,,,0.240000,,,,,,,,,,,,0.03180,,,0,,,,,,,,,,,,,,,,,4.25,G2/3 V,,0,0
393,,,,,,,,,,,,,5.00000,2.00000,-2.00000,0,,,,,,,,,,,,,1.60,,0,0,,,,,2.80,A8 III,,0,0
394,507.00000000,16.00000000,-16.00000000,0,0.157000,0.086000,-0.086000,0,,,,,,,,,1.20000,0.10000,-0.10000,0,,,,,,,,,,,,,,,,,4.90,G8/K0 IV,,0,0
395,361.10000000,9.90000000,-9.90000000,0,0.030000,,,0,,,,,,,,,0.90000,0.10000,-0.10000,0,,,,,,,,,,,,,,,,,4.60,G6 V,,0,0
396,498.90000000,1.00000000,-1.00000000,0,0.710000,0.040000,-0.040000,0,,,,,,,,,0.68000,0.18000,-0.18000,0,,,,,,,,,,,,,,,,,4.30,G3 V,,0,0
397,647.30000000,,,,0.300000,,,,,,,,,,,,4.00000,,,0,,,,,,,,,,,,,,,,,5.20,K2,,0,0
398,8.12560000,,,,0.100000,,,,,,,,,,,,0.02840,,,0,,,,,,,,,,,,,,,,,4.15,G1/2 V,,0,0
399,103.49000000,,,,0.370000,,,,,,,,,,,,0.04000,,,0,,,,,,,,,,,,,,,,,4.15,G1/2 V,,0,0
400,9.49400000,0.00500000,-0.00500000,0,,,,,,,,,,,,,0.02600,0.00400,-0.00400,0,,,,,,,,,,,,,,,,,5.10,K1 V,,0,0
401,436.90000000,4.50000000,-4.50000000,0,0.112000,,,0,,,,,,,,,1.80000,0.10000,-0.10000,0,,,,,,,,,,,,,,,,,5.00,K0 III/IV,,0,0
402,4951.00000000,607.00000000,-465.00000000,0,0.850000,0.050000,-0.050000,0,,,,,,,,,6.80000,0.50000,-0.50000,0,,,,,,,,,1.00,0.03,0,0,1.00,,0,0,4.40,G4 V,,0,0
403,439.30000000,5.60000000,-5.60000000,0,0.090000,0.160000,-0.160000,0,,,,,,,,,0.50200,0.07000,-0.07000,0,,,,,,,,,,,,,,,,,4.90,G8/K0 IV,,0,0
404,17.05400000,0.00300000,-0.00300000,0,0.130000,0.070000,-0.070000,0,,,,,,,,,0.08700,0.00600,-0.00600,0,,,,,,,,,,,,,,,,,5.30,K2/4,,0,0
405,4970.00000000,744.00000000,-744.00000000,0,0.100000,0.200000,-0.200000,0,,,,,,,,,0.36000,0.06000,-0.06000,0,,,,,,,,,,,,,,,,,5.30,K2/4,,0,0
406,868.00000000,31.00000000,-31.00000000,0,0.365000,0.100000,-0.100000,0,,,,,,,,,1.40000,0.10000,-0.10000,0,,,,,,,,,,,,,,,,,5.00,K0,,0,0
407,157.57000000,0.65000000,-0.65000000,0,0.085000,0.054000,-0.054000,0,,,,,,,,,1.70000,0.10000,-0.20000,0,,,,,,,,,,,,,,,,,5.00,K0,,0,0
408,383.70000000,1.20000000,-1.20000000,0,0.360000,0.020000,-0.020000,0,,,,,,,,,1.16000,0.03000,-0.03000,0,,,,,,,,,,,,,,,,,4.80,G8 V,,0,0
409,70.46000000,0.18000000,-0.18000000,0,0.110000,0.020000,-0.020000,0,,,,,,,,,0.30000,,,0,,,,,,,,,,,,,,,,,5.10,K1 V,,0,0
410,20.81330000,0.00640000,-0.00640000,0,0.121000,0.082000,-0.082000,0,,,,,,,,,0.17200,0.02000,-0.02000,0,,,,,,,,,,,,,,,,,4.60,G6 V,,0,0
411,4.11377500,0.00055700,-0.00055700,0,0.000000,,,0,,,,,,,,,0.45000,,,0,,,,,,,,,,,,,,,,,5.00,K0 V,,0,0
412,127.58000000,0.30000000,-0.30000000,0,0.050000,0.040000,-0.040000,0,,,,,,,,,5.90000,0.20000,-0.20000,0,,,,,,,,,,,,,,,,,5.20,K2,,0,0
413,520.00000000,26.00000000,-26.00000000,0,0.680000,0.060000,-0.060000,0,,,,,,,,,2.60000,0.40000,-0.40000,0,,,,,,,,,,,,,,,,,5.20,K2,,0,0
414,122.10000000,0.30000000,-0.30000000,0,0.340000,0.140000,-0.140000,0,,,,,,,,,0.05000,0.00800,-0.00800,0,,,,,,,,,,,,,,,,,4.40,G3/5 V,,0,0
415,778.10000000,7.50000000,-7.50000000,0,0.211000,0.042000,-0.042000,0,,,,,,,,,5.90000,0.30000,-0.30000,0,,,,,,,,,,,,,,,,,5.00,K0 III,,0,0
416,6.49500000,0.00040000,-0.00040000,0,0.048000,0.027000,-0.027000,0,,,,,,,,,0.96000,0.05000,-0.05000,0,,,,,,,,,,,,,,,,,4.50,G5,,0,0
417,47.84000000,0.03000000,-0.03000000,0,0.000000,,,0,,,,,,,,,0.09800,0.00600,-0.00600,0,,,,,,,,,,,,,,,,,5.10,K1 V(P),,0,0
418,5.88810000,0.00050000,-0.00050000,0,0.090000,0.040000,-0.040000,0,,,,,,,,,0.36700,0.02200,-0.02200,0,,,,,,,,,1.33,0.03,0,0,,,,,3.50,F5 V,,0,0
419,55.80600000,0.04900000,-0.04900000,0,0.000000,,,0,,,,,,,,,0.18600,0.01300,-0.01300,0,,,,,,,,,,,,,,,,,5.20,K2 V,,0,0
420,199.50500000,0.08500000,-0.08500000,0,0.090000,0.009000,-0.009000,0,,,,,,,,,8.30000,,,0,,,,,,,,,,,,,,,,,5.00,K0,,0,0
421,1531.00000000,4.70000000,-4.70000000,0,0.482000,0.011000,-0.011000,0,,,,,,,,,6.92000,0.16000,-0.16000,0,,,,,,,,,,,,,,,,,4.00,G0,,0,0
422,2890.00000000,390.00000000,-390.00000000,0,0.402000,0.054000,-0.054000,0,,,,,,,,,11.00000,0.80000,-0.80000,0,,,,,,,,,,,,,,,,,4.50,G5 IV,,0,0
423,3630.00000000,12.00000000,-12.00000000,0,0.572000,0.011000,-0.011000,0,,,,,,,,,9.61000,0.14000,-0.14000,0,,,,,,,,,0.97,0.01,0,0,1.62,0.05,0,0,4.50,G5,,0,0
424,,,,,,,,,,,,,11.00000,2.00000,-2.00000,0,,,,,,,,,,,,,1.50,0.10,0,0,,,,,3.50,F5 V,,0,0
425,48.05600000,0.05700000,-0.05700000,0,0.050000,0.170000,-0.170000,0,,,,,,,,,0.21000,0.03600,-0.03600,0,,,,,,,,,,,,,,,,,4.50,G5 V,,0,0
