760,0.249,Kepler-80 c,2012
933,0.249,Kepler-150 d,2014
937,0.249,Kepler-152 b,2014
1031,0.249,Kepler-192 c,2014
1367,0.249,Kepler-325 d,2014
636,0.25,Kepler-24 c,2011
740,0.25,Kepler-66 b,2013
1204,0.25,Kepler-259 b,2014
1245,0.25,Kepler-276 d,2013
1328,0.25,Kepler-307 c,2013
1429,0.25,Kepler-350 d,2013
1096,0.251,Kepler-219 d,2014
770,0.252,Kepler-83 b,2012
1045,0.252,Kepler-198 b,2014
1215,0.252,Kepler-264 c,2014
1255,0.252,Kepler-281 b,2014
895,0.253,Kepler-133 c,2014
1555,0.253,Kepler-410 A b,2013
1052,0.254,Kepler-201 c,2014
1274,0.254,Kepler-288 c,2014
1447,0.254,Kepler-358 c,2014
722,0.255,Kepler-58 c,2012
914,0.255,Kepler-142 c,2014
978,0.255,Kepler-170 c,2014
983,0.255,Kepler-172 c,2014
1317,0.255,Kepler-304 b,2014
609,0.256,Kepler-11 c,2010
793,0.256,KOI-351 d,2013
1243,0.256,Kepler-276 b,2014
1299,0.256,Kepler-297 b,2014
795,0.257,KOI-351 f,2013
999,0.257,Kepler-178 c,2014
706,0.258,Kepler-53 b,2012
651,0.259,Kepler-29 c,2011
887,0.259,Kepler-130 c,2013
996,0.259,Kepler-177 b,2013
998,0.259,Kepler-178 b,2014
1244,0.259,Kepler-276 c,2013
1343,0.259,Kepler-314 c,2014
1365,0.26,Kepler-325 b,2014
939,0.261,Kepler-153 b,2014
1102,0.261,Kepler-221 c,2014
1246,0.261,Kepler-277 b,2013
723,0.262,Kepler-58 d,2014
741,0.262,Kepler-67 b,2013
869,0.262,Kepler-123 b,2014
907,0.262,Kepler-139 b,2014
1074,0.262,Kepler-210 b,2014
942,0.263,Kepler-154 c,2014
1094,0.263,Kepler-219 b,2014
1416,0.263,Kepler-344 c,2014
1110,0.266,Kepler-223 d,2014
1194,0.267,Kepler-255 c,2014
1400,0.268,Kepler-338 d,2014
1004,0.269,Kepler-180 c,2014
1173,0.269,Kepler-248 b,2014
688,0.27,Kepler-47 b,2012
958,0.27,Kepler-162 c,2014
1167,0.27,Kepler-245 d,2014
